Facility,Calendar Year,Itinerant Air Carrier,Itinerant Air Taxi,Itinerant General Aviation,Itinerant Military,Itinerant Total,Local Civil,Local Military,Local Total,Total Operations
CWF,2010,239,511,"5,855","14,790","21,395","3,309","11,445","14,754","36,149"
CWF,2011,360,403,"4,726","13,980","19,469","2,098","7,381","9,479","28,948"
CWF,2012,281,475,"5,274","14,176","20,206","1,654","6,304","7,958","28,164"
CWF,2013,82,698,"5,563","11,121","17,464","1,883","5,676","7,559","25,023"
CWF,2014,76,665,"4,694","9,595","15,030","1,488","5,552","7,040","22,070"
CWF,2015,90,740,"4,395","9,695","14,920","1,488","7,449","8,937","23,857"
Sub-Total for CWF,,"3,742","13,659","135,483","149,157","302,041","24,655","103,585","128,240","430,281"
CXO,2009,0,187,"20,746",517,"21,450","21,669","1,021","22,690","44,140"
CXO,2010,6,529,"33,698","2,003","36,236","28,318","1,408","29,726","65,962"
CXO,2011,0,658,"32,464","1,982","35,104","21,204",774,"21,978","57,082"
CXO,2012,28,470,"33,578","1,735","35,811","23,486","1,228","24,714","60,525"
CXO,2013,1,724,"29,617","1,492","31,834","21,175","1,313","22,488","54,322"
CXO,2014,0,935,"29,598","2,079","32,612","25,868","1,437","27,305","59,917"
CXO,2015,0,"1,157","32,355","2,256","35,768","23,463","1,772","25,235","61,003"
Sub-Total for CXO,,35,"4,660","212,056","12,064","228,815","165,183","8,953","174,136","402,951"
CXY,2004,0,750,"28,738","1,085","30,573","25,882","1,398","27,280","57,853"
CXY,2005,0,678,"29,341","1,659","31,678","20,374","1,103","21,477","53,155"
CXY,2006,0,515,"28,026","1,821","30,362","16,196","1,602","17,798","48,160"
CXY,2007,9,464,"24,489","1,607","26,569","12,828","1,530","14,358","40,927"
CXY,2008,0,339,"18,301","1,822","20,462","13,729","2,428","16,157","36,619"
CXY,2009,0,200,"14,988","1,371","16,559","5,371","2,624","7,995","24,554"
CXY,2010,0,257,"15,880","1,794","17,931","6,045","3,374","9,419","27,350"
CXY,2011,0,289,"14,144","2,639","17,072","4,536","8,554","13,090","30,162"
CXY,2012,0,361,"15,015","3,670","19,046","6,815","7,797","14,612","33,658"
CXY,2013,0,399,"13,325","3,103","16,827","5,820","4,962","10,782","27,609"
CXY,2014,0,478,"12,823","1,605","14,906","4,929","1,720","6,649","21,555"
CXY,2015,0,577,"12,381","1,327","14,285","5,464","1,318","6,782","21,067"
Sub-Total for CXY,,9,"5,307","227,451","23,503","256,270","127,989","38,410","166,399","422,669"
CYS,2004,43,"7,616","14,587","2,834","25,080","16,423","12,978","29,401","54,481"
CYS,2005,98,"5,903","12,232","3,340","21,573","18,743","14,392","33,135","54,708"
CYS,2006,212,"6,374","14,569","3,019","24,174","20,547","20,488","41,035","65,209"
CYS,2007,182,"6,648","12,624","4,461","23,915","14,606","20,432","35,038","58,953"
CYS,2008,167,"5,790","13,542","4,590","24,089","13,239","21,690","34,929","59,018"
CYS,2009,190,"4,426","11,907","4,673","21,196","10,219","16,673","26,892","48,088"
CYS,2010,141,"5,422","7,196","3,705","16,464","12,125","15,412","27,537","44,001"
CYS,2011,148,"5,986","6,470","4,136","16,740","11,306","20,568","31,874","48,614"
CYS,2012,38,"5,191","6,839","3,553","15,621","14,176","22,068","36,244","51,865"
CYS,2013,143,"4,970","6,688","3,134","14,935","15,242","25,060","40,302","55,237"
CYS,2014,89,"3,691","7,267","3,211","14,258","14,303","24,402","38,705","52,963"
CYS,2015,142,"2,686","5,904","2,766","11,498","13,732","18,932","32,664","44,162"
Sub-Total for CYS,,"1,593","64,703","119,825","43,422","229,543","174,661","233,095","407,756","637,299"
DAB,2004,"5,304","5,149","227,276","1,047","238,776","59,170",9,"59,179","297,955"
DAB,2005,"4,924","4,141","159,933","1,038","170,036","48,297",22,"48,319","218,355"
DAB,2006,"3,930","4,954","210,325",912,"220,121","62,191",56,"62,247","282,368"
DAB,2007,"6,599","4,793","211,952",711,"224,055","83,651",32,"83,683","307,738"
DAB,2008,"5,571","4,930","232,077",949,"243,527","96,113",60,"96,173","339,700"
DAB,2009,"2,773","4,588","215,992",817,"224,170","88,049",72,"88,121","312,291"
DAB,2010,"4,578","2,371","185,589","1,039","193,577","73,538",48,"73,586","267,163"
DAB,2011,"4,828","1,732","165,881",806,"173,247","47,723",0,"47,723","220,970"
DAB,2012,"4,932","1,676","195,272","1,067","202,947","81,702",68,"81,770","284,717"
DAB,2013,"5,340","1,392","201,599","1,089","209,420","83,406",0,"83,406","292,826"
DAB,2014,"4,706","8,649","195,891","1,008","210,254","81,790",100,"81,890","292,144"
DAB,2015,"5,228","81,231","98,149","1,175","185,783","111,795",100,"111,895","297,678"
Sub-Total for DAB,,"58,713","125,606","2,299,936","11,658","2,495,913","917,425",567,"917,992","3,413,905"
DAL,2004,"85,097","43,899","118,287","2,008","249,291",0,0,0,"249,291"
DAL,2005,"79,015","45,039","107,186","2,564","233,804",34,0,34,"233,838"
DAL,2006,"86,772","51,244","107,138","2,855","248,009",1,0,1,"248,010"
DAL,2007,"91,354","57,877","92,046","2,384","243,661",260,7,267,"243,928"
DAL,2008,"95,238","48,096","72,731","2,164","218,229",6,0,6,"218,235"
DAL,2009,"89,594","27,992","54,041","1,335","172,962",0,0,0,"172,962"
DAL,2010,"87,193","25,752","54,572","1,027","168,544",0,0,0,"168,544"
DAL,2011,"87,063","29,351","61,675","1,107","179,196",2,0,2,"179,198"
DAL,2012,"87,726","32,714","55,694","1,473","177,607",0,1,1,"177,608"
DAL,2013,"88,028","33,302","55,122",965,"177,417",0,0,0,"177,417"
DAL,2014,"91,138","33,019","58,018",774,"182,949",0,0,0,"182,949"
DAL,2015,"130,668","26,303","58,327",801,"216,099",0,0,0,"216,099"
Sub-Total for DAL,,"1,098,886","454,588","894,837","19,457","2,467,768",303,8,311,"2,468,079"
DAY,2004,"28,766","59,411","28,293","1,309","117,779","6,529",16,"6,545","124,324"
DAY,2005,"32,242","50,315","26,339","1,072","109,968","11,143",12,"11,155","121,123"
DAY,2006,"27,164","39,522","27,804","1,354","95,844","12,871",152,"13,023","108,867"
DAY,2007,"19,930","39,927","21,981",640,"82,478","9,314",93,"9,407","91,885"
DAY,2008,"21,101","37,150","13,291",296,"71,838","1,420",20,"1,440","73,278"
DAY,2009,"18,916","32,250","11,782",320,"63,268","2,390",8,"2,398","65,666"
DAY,2010,"20,082","30,529","12,371",660,"63,642","4,173",400,"4,573","68,215"
DAY,2011,"17,229","30,988","10,659",680,"59,556","6,751",34,"6,785","66,341"
DAY,2012,"18,696","28,120","10,658",562,"58,036","5,566",14,"5,580","63,616"
DAY,2013,"17,194","28,245","10,086",384,"55,909","3,868",183,"4,051","59,960"
DAY,2014,"15,496","25,883","9,905",435,"51,719","1,974",219,"2,193","53,912"
DAY,2015,"15,865","23,382","10,553",375,"50,175",365,56,421,"50,596"
Sub-Total for DAY,,"252,681","425,722","193,722","8,087","880,212","66,364","1,207","67,571","947,783"
DBQ,2004,28,"3,629","28,586",124,"32,367","22,937",12,"22,949","55,316"
DBQ,2005,28,"3,958","25,860",70,"29,916","25,078",39,"25,117","55,033"
DBQ,2006,4,"4,119","26,656",103,"30,882","22,970",16,"22,986","53,868"
DBQ,2007,6,"3,978","25,982",130,"30,096","23,314",60,"23,374","53,470"
DBQ,2008,95,"4,403","24,344",242,"29,084","22,597",67,"22,664","51,748"
DBQ,2009,14,"4,024","23,317",144,"27,499","20,298",16,"20,314","47,813"
DBQ,2010,18,"2,891","23,064",158,"26,131","23,440",37,"23,477","49,608"
DBQ,2011,24,"2,823","21,631",179,"24,657","21,996",153,"22,149","46,806"
DBQ,2012,24,"2,045","19,264",141,"21,474","20,186",61,"20,247","41,721"
DBQ,2013,39,"1,813","21,534",240,"23,626","24,416",100,"24,516","48,142"
DBQ,2014,20,"1,783","20,188",52,"22,043","23,220",54,"23,274","45,317"
DBQ,2015,23,"1,929","21,906",91,"23,949","27,422",134,"27,556","51,505"
Sub-Total for DBQ,,323,"37,395","282,332","1,674","321,724","277,874",749,"278,623","600,347"
DCA,2004,"154,222","113,547","3,446",265,"271,480",0,0,0,"271,480"
DCA,2005,"183,001","91,721","3,101",311,"278,134",0,0,0,"278,134"
DCA,2006,"157,864","116,811","3,172",624,"278,471",0,0,0,"278,471"
DCA,2007,"155,425","118,241","5,272",523,"279,461",6,21,27,"279,488"
DCA,2008,"172,122","99,601","4,919","1,279","277,921",0,0,0,"277,921"
DCA,2009,"173,940","93,020","5,379","1,819","274,158",0,0,0,"274,158"
DCA,2010,"179,869","88,184","4,788","1,296","274,137",0,0,0,"274,137"
DCA,2011,"194,848","83,909","5,237",618,"284,612",0,0,0,"284,612"
DCA,2012,"189,062","92,121","6,441","1,567","289,191",0,0,0,"289,191"
DCA,2013,"197,331","91,451","5,057","2,353","296,192",0,0,0,"296,192"
DCA,2014,"204,586","75,976","3,805","3,055","287,422",0,0,0,"287,422"
DCA,2015,"222,309","68,342","3,112","3,332","297,095",0,0,0,"297,095"
Sub-Total for DCA,,"2,184,579","1,132,924","53,729","17,042","3,388,274",6,21,27,"3,388,301"
DEC,2004,14,"2,777","19,300",952,"23,043","19,461",426,"19,887","42,930"
DEC,2005,20,"2,586","18,767","1,896","23,269","16,509","1,669","18,178","41,447"
DEC,2006,41,"2,917","17,078","2,301","22,337","19,621","3,554","23,175","45,512"
DEC,2007,33,"3,161","17,610","2,344","23,148","21,081","3,632","24,713","47,861"
DEC,2008,42,"2,523","15,224","2,635","20,424","19,380","4,821","24,201","44,625"
DEC,2009,4,"2,409","15,834","1,633","19,880","19,945","2,666","22,611","42,491"
DEC,2010,3,"3,942","13,699","3,020","20,664","19,562","5,356","24,918","45,582"
DEC,2011,9,"4,003","13,595","3,398","21,005","18,767","6,694","25,461","46,466"
DEC,2012,13,"4,021","11,988","3,839","19,861","17,140","7,309","24,449","44,310"
DEC,2013,0,"3,986","12,138","3,710","19,834","17,697","6,689","24,386","44,220"
DEC,2014,2,"3,902","11,382","3,567","18,853","17,026","6,800","23,826","42,679"
DEC,2015,7,"3,866","11,922","3,110","18,905","17,164","5,497","22,661","41,566"
Sub-Total for DEC,,188,"40,093","178,537","32,405","251,223","223,353","55,113","278,466","529,689"
DEN,2004,"330,659","224,970","9,930",949,"566,508",5,1,6,"566,514"
DEN,2005,"384,384","172,475","9,779",878,"567,516",106,10,116,"567,632"
DEN,2006,"428,653","167,902","11,583","1,376","609,514",8,0,8,"609,522"
DEN,2007,"451,192","162,621","5,882",233,"619,928",13,0,13,"619,941"
DEN,2008,"460,311","160,746","4,610",177,"625,844",0,0,0,"625,844"
DEN,2009,"456,617","151,632","3,509",130,"611,888",0,0,0,"611,888"
DEN,2010,"468,975","162,646","3,721",116,"635,458",0,0,0,"635,458"
DEN,2011,"452,225","178,744","3,628",87,"634,684",0,0,0,"634,684"
DEN,2012,"443,389","170,809","3,900",159,"618,257",0,0,0,"618,257"
DEN,2013,"420,073","162,719","3,988",80,"586,860",0,0,0,"586,860"
DEN,2014,"422,178","148,436","4,021",526,"575,161",0,0,0,"575,161"
DEN,2015,"424,930","118,147","4,464",107,"547,648",0,0,0,"547,648"
Sub-Total for DEN,,"5,143,586","1,981,847","69,015","4,818","7,199,266",132,11,143,"7,199,409"
DET,2004,223,"5,758","41,080","1,554","48,615","33,902",16,"33,918","82,533"
DET,2005,125,"4,661","37,769","1,389","43,944","30,924",6,"30,930","74,874"
DET,2006,220,"3,312","40,632","2,020","46,184","35,296",29,"35,325","81,509"
DET,2007,130,"3,399","37,688","1,364","42,581","30,995",71,"31,066","73,647"
DET,2008,14,"2,356","27,043",48,"29,461","32,611",42,"32,653","62,114"
DET,2009,0,"1,701","26,458",95,"28,254","41,523",308,"41,831","70,085"
DET,2010,9,"1,775","25,642",88,"27,514","38,632",56,"38,688","66,202"
DET,2011,0,"2,046","22,476",67,"24,589","33,746",90,"33,836","58,425"
DET,2012,2,"2,029","21,313",90,"23,434","32,078",148,"32,226","55,660"
DET,2013,1,"1,764","20,785",139,"22,689","31,741",160,"31,901","54,590"
DET,2014,63,"1,897","18,107",210,"20,277","24,810",146,"24,956","45,233"
DET,2015,2,"1,753","17,212",169,"19,136","25,254",60,"25,314","44,450"
Sub-Total for DET,,789,"32,451","336,205","7,233","376,678","391,512","1,132","392,644","769,322"
DFW,2004,"516,985","277,354","6,536",153,"801,028","13,255",211,"13,466","814,494"
DFW,2005,"486,401","219,881","9,399",318,"715,999","2,178",30,"2,208","718,207"
DFW,2006,"481,026","211,936","9,375",349,"702,686",36,0,36,"702,722"
DFW,2007,"477,920","201,220","6,946",586,"686,672",37,2,39,"686,711"
DFW,2008,"475,921","172,699","5,758",928,"655,306",0,0,0,"655,306"
DFW,2009,"472,345","161,237","4,596",604,"638,782",0,0,0,"638,782"
DFW,2010,"471,046","175,367","5,489",356,"652,258",0,0,0,"652,258"
DFW,2011,"467,912","172,629","6,074",188,"646,803",0,0,0,"646,803"
DFW,2012,"440,313","203,594","6,017",200,"650,124",0,0,0,"650,124"
DFW,2013,"452,263","219,175","6,494",127,"678,059",0,0,0,"678,059"
DFW,2014,"474,758","197,376","7,502",184,"679,820",0,0,0,"679,820"
DFW,2015,"506,095","168,125","6,829",212,"681,261",0,0,0,"681,261"
Sub-Total for DFW,,"5,722,985","2,380,593","81,015","4,205","8,188,798","15,506",243,"15,749","8,204,547"
DHN,2004,"3,393","2,072","23,896","20,473","49,834","18,351","22,642","40,993","90,827"
DHN,2005,"3,040","2,321","23,273","21,606","50,240","15,817","21,657","37,474","87,714"
DHN,2006,"3,136","2,417","22,367","20,179","48,099","18,728","22,180","40,908","89,007"
DHN,2007,"3,021","2,190","22,671","21,777","49,659","15,935","25,004","40,939","90,598"
DHN,2008,"2,628","1,745","23,814","22,473","50,660","13,359","24,449","37,808","88,468"
DHN,2009,"2,360",891,"21,813","26,195","51,259","11,287","23,886","35,173","86,432"
DHN,2010,"2,235",807,"19,344","23,661","46,047","11,450","24,507","35,957","82,004"
DHN,2011,"2,135","1,149","19,026","24,070","46,380","14,853","22,913","37,766","84,146"
DHN,2012,"2,352","1,365","17,905","20,642","42,264","14,479","16,171","30,650","72,914"
DHN,2013,"2,400","1,493","17,092","19,249","40,234","13,867","16,497","30,364","70,598"
DHN,2014,"2,340","1,352","16,839","18,762","39,293","13,804","20,041","33,845","73,138"
DHN,2015,"2,422","1,097","17,520","16,825","37,864","15,621","20,868","36,489","74,353"
Sub-Total for DHN,,"31,462","18,899","245,560","255,912","551,833","177,551","260,815","438,366","990,199"
DLH,2004,"5,286","5,810","34,660","3,319","49,075","19,073","2,983","22,056","71,131"
DLH,2005,"4,201","5,088","34,369","3,378","47,036","16,203","4,242","20,445","67,481"
DLH,2006,"4,037","4,927","35,703","3,505","48,172","15,177","3,175","18,352","66,524"
DLH,2007,"4,720","5,570","36,761","3,539","50,590","14,536","4,148","18,684","69,274"
DLH,2008,"4,291","4,955","34,772","4,572","48,590","11,679","4,585","16,264","64,854"
DLH,2009,"2,766","6,164","26,429","4,815","40,174","12,672","4,024","16,696","56,870"
DLH,2010,"1,149","10,566","20,560","4,516","36,791","13,029","3,554","16,583","53,374"
DLH,2011,557,"9,933","19,831","3,876","34,197","18,707","4,622","23,329","57,526"
DLH,2012,799,"11,138","20,736","4,187","36,860","20,410","4,176","24,586","61,446"
DLH,2013,786,"10,989","19,851","3,309","34,935","15,531","3,250","18,781","53,716"
DLH,2014,"1,491","9,476","23,457","3,727","38,151","14,483","3,169","17,652","55,803"
DLH,2015,"1,530","8,133","26,465","3,333","39,461","17,836","2,282","20,118","59,579"
Sub-Total for DLH,,"31,613","92,749","333,594","46,076","504,032","189,336","44,210","233,546","737,578"
DPA,2004,87,"6,156","102,061",156,"108,460","89,408",0,"89,408","197,868"
DPA,2005,19,"5,727","76,955",123,"82,824","50,406",12,"50,418","133,242"
DPA,2006,42,"3,971","62,866",167,"67,046","34,330",131,"34,461","101,507"
DPA,2007,40,"4,051","62,644",161,"66,896","36,312",100,"36,412","103,308"
DPA,2008,9,"5,665","58,073",89,"63,836","33,598",414,"34,012","97,848"
DPA,2009,20,"10,277","48,691",218,"59,206","28,877",48,"28,925","88,131"
DPA,2010,18,"11,654","46,587",334,"58,593","31,223",173,"31,396","89,989"
DPA,2011,29,"10,188","43,675",370,"54,262","29,005",60,"29,065","83,327"
DPA,2012,26,"7,198","43,124",694,"51,042","28,765",59,"28,824","79,866"
DPA,2013,49,"6,408","40,695",627,"47,779","26,555",78,"26,633","74,412"
DPA,2014,46,"5,443","38,983",321,"44,793","26,991",95,"27,086","71,879"
DPA,2015,42,"4,974","41,888",391,"47,295","29,118",86,"29,204","76,499"
Sub-Total for DPA,,427,"81,712","666,242","3,651","752,032","444,588","1,256","445,844","1,197,876"
DSM,2004,"27,271","37,768","37,689","2,687","105,415","5,103","2,493","7,596","113,011"
DSM,2005,"23,717","37,611","37,185","2,064","100,577","4,353","1,902","6,255","106,832"
DSM,2006,"20,793","43,454","37,653","2,633","104,533","4,592","1,857","6,449","110,982"
DSM,2007,"15,784","44,262","33,201","2,161","95,408","4,100","1,407","5,507","100,915"
DSM,2008,"17,761","38,161","30,055","2,023","88,000","6,926",932,"7,858","95,858"
DSM,2009,"15,978","34,891","25,198","2,485","78,552","7,110","1,302","8,412","86,964"
DSM,2010,"15,707","31,442","25,624","2,383","75,156","7,171","1,609","8,780","83,936"
DSM,2011,"16,022","30,634","26,318","2,640","75,614","6,727","1,562","8,289","83,903"
DSM,2012,"19,626","24,574","25,732","2,557","72,489","6,230","1,317","7,547","80,036"
DSM,2013,"20,514","22,617","24,205","1,451","68,787","6,227","1,431","7,658","76,445"
DSM,2014,"23,353","18,286","22,970",685,"65,294","4,107",126,"4,233","69,527"
DSM,2015,"28,354","11,402","23,900","1,069","64,725","4,175",487,"4,662","69,387"
Sub-Total for DSM,,"244,880","375,102","349,730","24,838","994,550","66,821","16,425","83,246","1,077,796"
DTN,2004,0,376,"20,363","1,367","22,106","26,128","7,182","33,310","55,416"
DTN,2005,0,480,"21,193","1,399","23,072","30,709","8,011","38,720","61,792"
DTN,2006,1,371,"21,345",583,"22,300","32,623","3,682","36,305","58,605"
DTN,2007,0,302,"22,414",72,"22,788","33,435",370,"33,805","56,593"
DTN,2008,65,311,"23,530",71,"23,977","30,163",76,"30,239","54,216"
DTN,2009,0,240,"22,419",148,"22,807","31,762",50,"31,812","54,619"
DTN,2010,1,417,"24,554",80,"25,052","28,309",32,"28,341","53,393"
DTN,2011,0,258,"26,808",180,"27,246","26,111",40,"26,151","53,397"
DTN,2012,0,311,"29,304",166,"29,781","34,352",83,"34,435","64,216"
DTN,2013,0,270,"26,114",142,"26,526","28,753",16,"28,769","55,295"
DTN,2014,0,230,"24,854",76,"25,160","28,791",6,"28,797","53,957"
DTN,2015,1,270,"22,215",143,"22,629","20,909",242,"21,151","43,780"
Sub-Total for DTN,,68,"3,836","285,113","4,427","293,444","352,045","19,790","371,835","665,279"
DTO,2004,0,566,"22,175",14,"22,755","34,855",2,"34,857","57,612"
DTO,2005,1,"1,094","34,081",35,"35,211","51,423",168,"51,591","86,802"
DTO,2006,199,849,"30,853",22,"31,923","56,901",8,"56,909","88,832"
DTO,2007,23,726,"30,576",66,"31,391","68,119",224,"68,343","99,734"
DTO,2008,7,"1,130","40,041",117,"41,295","85,373",2,"85,375","126,670"
DTO,2009,0,392,"46,911",175,"47,478","94,602",24,"94,626","142,104"
DTO,2010,0,685,"49,236",256,"50,177","91,911",24,"91,935","142,112"
DTO,2011,4,756,"64,380",130,"65,270","82,735",26,"82,761","148,031"
DTO,2012,39,"1,103","65,446",202,"66,790","91,164",32,"91,196","157,986"
DTO,2013,12,"1,473","68,676",227,"70,388","90,298",54,"90,352","160,740"
DTO,2014,38,"1,919","70,351",178,"72,486","85,708",16,"85,724","158,210"
DTO,2015,54,"1,457","73,215",169,"74,895","89,852",50,"89,902","164,797"
Sub-Total for DTO,,377,"12,150","595,941","1,591","610,059","922,941",630,"923,571","1,533,630"
DTW,2004,"331,629","175,694","14,435",150,"521,908",733,0,733,"522,641"
DTW,2005,"315,031","193,480","13,180",208,"521,899","1,050",15,"1,065","522,964"
DTW,2006,"289,637","179,458","12,539",106,"481,740",392,15,407,"482,147"
DTW,2007,"271,034","185,105","11,000",95,"467,234",464,57,521,"467,755"
DTW,2008,"241,757","212,129","9,733",165,"463,784",5,4,9,"463,793"
DTW,2009,"207,711","217,873","6,876",129,"432,589",0,0,0,"432,589"
DTW,2010,"195,506","250,145","6,849",116,"452,616",0,0,0,"452,616"
DTW,2011,"189,493","247,041","6,363",131,"443,028",0,0,0,"443,028"
DTW,2012,"218,736","202,822","6,033",223,"427,814",0,0,0,"427,814"
DTW,2013,"229,560","190,178","5,930",64,"425,732",0,0,0,"425,732"
DTW,2014,"243,117","143,122","6,264",132,"392,635",0,0,0,"392,635"
DTW,2015,"276,898","96,533","5,843",102,"379,376",0,0,0,"379,376"
Sub-Total for DTW,,"3,010,109","2,293,580","105,045","1,621","5,410,355","2,644",91,"2,735","5,413,090"
